"期間","新台幣NTD/USD","日圓JPY/USD","英鎊USD/GBP","港幣HKD/USD","韓元KRW/USD"
"1992M06","24.764","126.81","1.8532","7.7929","789.1"
"1992M07","24.773","125.65","1.9190","7.7929","787.2"
"1992M08","25.115","126.31","1.9391","7.7929","789.2"
"1992M09","25.223","122.72","1.8570","7.7767","785.6"
"1992M10","25.276","121.04","1.6589","7.7301","783.6"
"1992M11","25.429","123.87","1.5265","7.7344","784.0"
"1992M12","25.451","124.03","1.5518","7.7419","788.6"
"1993M01","25.453","125.01","1.5321","7.7377","792.0"
"1993M02","25.850","120.96","1.4376","7.7335","796.6"
"1993M03","26.036","117.07","1.4605","7.7332","793.3"
"1993M04","25.996","112.45","1.5466","7.7305","795.8"
"1993M05","25.986","110.40","1.5484","7.7284","800.0"
"1993M06","26.258","107.34","1.5120","7.7348","802.7"
"1993M07","26.660","107.73","1.4968","7.7550","806.2"
"1993M08","26.950","103.71","1.4932","7.7518","810.2"
"1993M09","26.929","105.28","1.5242","7.7395","808.6"
"1993M10","26.865","106.92","1.5036","7.7302","810.3"
"1993M11","26.886","107.80","1.4807","7.7230","807.1"
"1993M12","26.770","109.70","1.4899","7.7243","809.4"
"1994M01","26.478","111.51","1.4928","7.7243","810.5"
"1994M02","26.441","106.21","1.4786","7.7306","805.1"
"1994M03","26.408","105.14","1.4908","7.7268","807.7"
"1994M04","26.392","103.53","1.4828","7.7266","808.5"
"1994M05","26.800","103.73","1.5029","7.7260","806.5"
"1994M06","27.015","102.72","1.5246","7.7296","806.6"
"1994M07","26.645","98.50","1.5451","7.7265","805.1"
"1994M08","26.407","99.85","1.5426","7.7273","803.4"
"1994M09","26.203","98.81","1.5636","7.7275","800.7"
"1994M10","26.126","98.42","1.6061","7.7276","798.8"
"1994M11","26.191","97.96","1.5897","7.7304","796.3"
"1994M12","26.370","100.12","1.5598","7.7377","791.9"
"1995M01","26.305","99.75","1.5749","7.7445","790.5"
"1995M02","26.333","98.24","1.5717","7.7311","790.9"
"1995M03","26.091","90.79","1.6004","7.7318","778.7"
"1995M04","25.417","83.67","1.6085","7.7333","761.4"
"1995M05","25.536","85.10","1.5879","7.7352","761.4"
"1995M06","25.775","84.53","1.5948","7.7357","761.0"
"1995M07","26.249","87.22","1.5947","7.7384","757.0"
"1995M08","27.229","94.55","1.5696","7.7417","798.0"
"1995M09","27.418","100.49","1.5572","7.7376","772.4"
"1995M10","26.915","100.65","1.5572","7.7321","767.4"
"1995M11","27.252","101.92","1.5638","7.7341","769.4"
"1995M12","27.305","101.81","1.5392","7.7345","771.1"
"1996M01","27.408","105.84","1.5303","7.7329","787.3"
"1996M02","27.478","105.73","1.5361","7.7321","780.3"
"1996M03","27.408","105.82","1.5272","7.7319","781.3"
"1996M04","27.173","107.46","1.5153","7.7342","780.4"
"1996M05","27.326","106.45","1.5145","7.7363","780.2"
"1996M06","27.662","108.86","1.5423","7.7425","798.0"
"1996M07","27.557","109.32","1.5536","7.7379","812.8"
"1996M08","27.490","107.75","1.5497","7.7345","816.8"
"1996M09","27.493","109.75","1.5592","7.7325","821.8"
"1996M10","27.508","112.36","1.5852","7.7318","827.6"
"1996M11","27.496","112.26","1.6648","7.7323","828.1"
"1996M12","27.497","113.76","1.6646","7.7353","839.0"
"1997M01","27.451","118.02","1.6603","7.7390","849.9"
"1997M02","27.541","123.01","1.6242","7.7470","866.9"
"1997M03","27.533","122.64","1.6103","7.7460","896.2"
"1997M04","27.610","125.51","1.6289","7.7480","893.6"
"1997M05","27.768","118.99","1.6333","7.7430","892.1"
"1997M06","27.878","114.20","1.6465","7.7430","889.5"
"1997M07","27.976","115.16","1.6714","7.7440","890.5"
"1997M08","28.705","117.90","1.6045","7.7430","895.9"
"1997M09","28.608","120.75","1.5996","7.7430","909.5"
"1997M10","29.400","121.06","1.6312","7.7350","921.9"
"1997M11","31.627","125.27","1.6878","7.7300","1,025.6"
"1997M12","32.338","129.38","1.6614","7.7440","1,484.1"
"1998M01","33.850","129.45","1.6353","7.7420","1,701.5"
"1998M02","32.798","126.00","1.6393","7.7400","1,626.8"
"1998M03","32.476","128.69","1.6611","7.7460","1,488.9"
"1998M04","32.976","131.67","1.6720","7.7490","1,388.3"
"1998M05","33.466","135.00","1.6376","7.7490","1,400.1"
"1998M06","34.448","140.57","1.6498","7.7470","1,395.3"
"1998M07","34.364","140.73","1.6435","7.7460","1,293.7"
"1998M08","34.688","144.65","1.6313","7.7470","1,312.1"
"1998M09","34.568","134.59","1.6803","7.7460","1,372.6"
"1998M10","33.022","121.30","1.6946","7.7450","1,336.2"
"1998M11","32.518","120.58","1.6616","7.7420","1,290.2"
"1998M12","32.292","117.62","1.6704","7.7450","1,211.5"
"1999M01","32.248","113.18","1.6511","7.7470","1,174.0"
"1999M02","32.555","116.66","1.6284","7.7480","1,189.1"
"1999M03","33.113","119.78","1.6203","7.7480","1,228.8"
"1999M04","32.893","119.81","1.6102","7.7480","1,205.8"
"1999M05","32.756","122.11","1.6154","7.7510","1,196.8"
"1999M06","32.483","120.90","1.5957","7.7550","1,168.5"
"1999M07","32.273","119.86","1.5738","7.7580","1,187.6"
"1999M08","32.000","113.41","1.6070","7.7620","1,198.0"
"1999M09","31.801","107.57","1.6230","7.7640","1,199.1"
"1999M10","31.767","105.97","1.6570","7.7670","1,205.2"
"1999M11","31.735","104.96","1.6234","7.7700","1,176.0"
"1999M12","31.612","102.68","1.6136","7.7720","1,137.1"
"2000M01","30.801","105.16","1.6415","7.7780","1,130.3"
"2000M02","30.722","109.31","1.6001","7.7810","1,129.3"
"2000M03","30.699","106.71","1.5798","7.7840","1,115.8"
"2000M04","30.490","105.48","1.5833","7.7870","1,110.0"
"2000M05","30.739","108.11","1.5087","7.7900","1,121.4"
"2000M06","30.808","106.23","1.5081","7.7920","1,117.7"
"2000M07","30.942","107.90","1.5085","7.7950","1,115.0"
"2000M08","31.080","108.07","1.4899","7.7980","1,114.1"
"2000M09","31.193","106.75","1.4345","7.7970","1,117.1"
"2000M10","31.829","108.37","1.4516","7.7960","1,128.9"
"2000M11","32.424","108.89","1.4258","7.7980","1,155.9"
"2000M12","33.084","112.21","1.4616","7.7980","1,216.2"
"2001M01","32.689","117.10","1.4784","7.7990","1,271.9"
"2001M02","32.320","116.04","1.4539","7.7990","1,252.1"
"2001M03","32.587","121.12","1.4452","7.7990","1,291.5"
"2001M04","32.918","123.83","1.4348","7.7980","1,325.4"
"2001M05","33.251","121.93","1.4252","7.7980","1,296.8"
"2001M06","34.271","122.15","1.4012","7.7980","1,294.7"
"2001M07","34.779","124.65","1.4139","7.7980","1,302.7"
"2001M08","34.615","121.61","1.4370","7.7980","1,284.9"
"2001M09","34.587","118.98","1.4627","7.8000","1,295.3"
"2001M10","34.549","121.28","1.4516","7.8000","1,302.6"
"2001M11","34.496","122.31","1.4367","7.8000","1,282.2"
"2001M12","34.695","127.36","1.4393","7.7980","1,291.9"
"2002M01","35.022","132.66","1.4323","7.7980","1,317.6"
"2002M02","35.066","133.52","1.4225","7.8000","1,318.7"
"2002M03","35.018","131.20","1.4224","7.7990","1,322.5"
"2002M04","34.913","131.07","1.4426","7.7990","1,318.9"
"2002M05","34.459","126.48","1.4593","7.7990","1,266.1"
"2002M06","33.988","123.60","1.4860","7.7990","1,223.5"
"2002M07","33.404","118.07","1.5534","7.7990","1,185.1"
"2002M08","33.979","119.01","1.5361","7.7990","1,196.4"
"2002M09","34.589","120.37","1.5546","7.7990","1,208.5"
"2002M10","34.951","123.86","1.5572","7.7990","1,241.1"
"2002M11","34.710","122.55","1.5616","7.7990","1,211.9"
"2002M12","34.848","122.27","1.5862","7.7980","1,208.9"
"2003M01","34.607","118.65","1.6162","7.7990","1,179.3"
"2003M02","34.787","119.27","1.6094","7.7990","1,191.2"
"2003M03","34.723","118.54","1.5827","7.7980","1,232.4"
"2003M04","34.824","119.79","1.5741","7.7990","1,232.8"
"2003M05","34.716","117.26","1.6228","7.7980","1,199.8"
"2003M06","34.623","118.26","1.6605","7.7980","1,194.0"
"2003M07","34.416","118.69","1.6247","7.7980","1,181.6"
"2003M08","34.335","118.83","1.5940","7.7980","1,178.4"
"2003M09","33.996","115.19","1.6101","7.7850","1,166.2"
"2003M10","33.896","109.58","1.6762","7.7430","1,166.3"
"2003M11","34.050","109.20","1.6888","7.7630","1,184.9"
"2003M12","34.058","107.94","1.7502","7.7630","1,193.0"
"2004M01","33.687","106.51","1.8216","7.7650","1,184.3"
"2004M02","33.227","106.55","1.8671","7.7740","1,166.7"
"2004M03","33.306","108.62","1.8276","7.7920","1,166.3"
"2004M04","33.006","107.25","1.8025","7.7960","1,150.9"
"2004M05","33.504","112.52","1.7857","7.7960","1,177.4"
"2004M06","33.643","109.47","1.8275","7.7960","1,158.7"
"2004M07","33.891","109.36","1.8413","7.8000","1,157.7"
"2004M08","34.119","110.36","1.8194","7.7990","1,159.0"
"2004M09","33.920","110.01","1.7927","7.7990","1,148.0"
"2004M10","33.808","108.92","1.8057","7.7880","1,144.0"
"2004M11","32.774","104.90","1.8596","7.7750","1,091.2"
"2004M12","32.226","103.84","1.9293","7.7760","1,050.9"
"2005M01","31.939","103.94","1.8837","7.7950","1,038.2"
"2005M02","31.516","104.88","1.8874","7.7990","1,022.4"
"2005M03","31.164","105.31","1.9055","7.7990","1,007.5"
"2005M04","31.523","107.36","1.8946","7.7980","1,010.9"
"2005M05","31.303","106.91","1.8570","7.7900","1,002.2"
"2005M06","31.371","108.63","1.8188","7.7760","1,010.9"
"2005M07","31.921","111.94","1.7505","7.7750","1,037.4"
"2005M08","32.111","110.72","1.7932","7.7710","1,021.2"
"2005M09","32.924","111.06","1.8080","7.7620","1,029.3"
"2005M10","33.491","114.82","1.7636","7.7560","1,046.3"
"2005M11","33.580","118.41","1.7351","7.7540","1,041.4"
"2005M12","33.299","118.64","1.7452","7.7530","1,024.2"
"2006M01","32.107","115.45","1.7662","7.7530","987.0"
"2006M02","32.371","117.89","1.7481","7.7590","970.2"
"2006M03","32.489","117.31","1.7434","7.7590","975.1"
"2006M04","32.311","117.11","1.7663","7.7560","954.4"
"2006M05","31.762","111.61","1.8695","7.7540","941.4"
"2006M06","32.480","114.53","1.8433","7.7630","955.2"
"2006M07","32.632","115.67","1.8443","7.7730","950.2"
"2006M08","32.790","115.88","1.8928","7.7750","960.7"
"2006M09","32.907","117.01","1.8862","7.7810","953.7"
"2006M10","33.206","118.66","1.8749","7.7860","954.2"
"2006M11","32.824","117.35","1.9115","7.7820","936.2"
"2006M12","32.523","117.13","1.9638","7.7730","925.8"
"2007M01","32.768","120.58","1.9592","7.8000","936.4"
"2007M02","32.969","120.45","1.9568","7.8100","937.0"
"2007M03","33.012","117.28","1.9472","7.8130","943.3"
"2007M04","33.145","118.87","1.9899","7.8150","931.5"
"2007M05","33.260","120.73","1.9836","7.8190","927.9"
"2007M06","32.932","122.62","1.9856","7.8130","928.3"
"2007M07","32.789","121.59","2.0332","7.8190","918.9"
"2007M08","32.952","116.72","2.0093","7.8150","933.8"
"2007M09","32.984","115.02","2.0165","7.7840","932.4"
"2007M10","32.552","115.74","2.0432","7.7540","915.9"
"2007M11","32.332","111.21","2.0707","7.7770","917.0"
"2007M12","32.417","112.25","2.0235","7.7980","930.2"
"2008M01","32.368","107.66","1.9696","7.8050","942.4"
"2008M02","31.614","107.16","1.9637","7.7970","944.7"
"2008M03","30.604","100.79","2.0035","7.7820","979.9"
"2008M04","30.350","102.49","1.9810","7.7920","986.7"
"2008M05","30.602","104.14","1.9654","7.8000","1,036.7"
"2008M06","30.366","106.90","1.9639","7.8070","1,029.3"
"2008M07","30.407","106.81","1.9887","7.8000","1,019.1"
"2008M08","31.191","109.28","1.9496","7.8090","1,041.5"
"2008M09","31.957","106.75","1.7964","7.7890","1,130.4"
"2008M10","32.689","100.33","1.6888","7.7590","1,326.9"
"2008M11","33.116","96.68","1.5346","7.7510","1,390.1"
"2008M12","33.146","91.32","1.4871","7.7510","1,373.8"
"2009M01","33.330","90.48","1.4407","7.7560","1,346.1"
"2009M02","34.277","92.50","1.4402","7.7540","1,429.5"
"2009M03","34.340","98.16","1.4112","7.7530","1,462.0"
"2009M04","33.695","99.00","1.4695","7.7510","1,341.9"
"2009M05","32.907","96.30","1.5403","7.7510","1,258.7"
"2009M06","32.792","96.52","1.6356","7.7510","1,261.4"
"2009M07","32.920","94.50","1.6349","7.7500","1,264.0"
"2009M08","32.883","94.84","1.6548","7.7510","1,238.4"
"2009M09","32.588","91.49","1.6336","7.7510","1,219.2"
"2009M10","32.330","90.29","1.6178","7.7500","1,175.3"
"2009M11","32.337","89.19","1.6586","7.7500","1,164.2"
"2009M12","32.279","89.56","1.6241","7.7530","1,166.5"
"2010M01","31.896","91.16","1.6171","7.7620","1,138.8"
"2010M02","32.094","90.28","1.5617","7.7670","1,157.1"
"2010M03","31.877","90.52","1.5047","7.7620","1,137.6"
"2010M04","31.519","93.38","1.5325","7.7620","1,117.1"
"2010M05","31.962","91.77","1.4631","7.7870","1,163.1"
"2010M06","32.307","90.92","1.4625","7.7880","1,212.3"
"2010M07","32.173","87.71","1.5289","7.7770","1,207.3"
"2010M08","31.948","85.47","1.5896","7.7710","1,179.9"
"2010M09","31.778","84.39","1.5572","7.7660","1,167.0"
"2010M10","30.960","81.87","1.5858","7.7590","1,123.5"
"2010M11","30.706","82.48","1.5968","7.7550","1,126.2"
"2010M12","30.549","83.43","1.5603","7.7740","1,147.6"
"2011M01","29.613","82.61","1.5532","7.7810","1,120.1"
"2011M02","29.394","82.50","1.6124","7.7890","1,118.1"
"2011M03","29.529","81.79","1.6167","7.7920","1,122.5"
"2011M04","29.009","83.35","1.6342","7.7730","1,086.8"
"2011M05","28.814","81.26","1.6319","7.7740","1,083.5"
"2011M06","28.873","80.51","1.6369","7.7850","1,081.3"
"2011M07","28.859","79.40","1.6123","7.7890","1,059.5"
"2011M08","28.998","77.22","1.6373","7.7970","1,073.2"
"2011M09","29.745","76.84","1.5782","7.7930","1,118.6"
"2011M10","30.279","76.77","1.5759","7.7770","1,155.5"
"2011M11","30.242","77.58","1.5836","7.7810","1,132.3"
"2011M12","30.272","77.86","1.5605","7.7770","1,147.5"
"2012M01","30.061","76.98","1.5520","7.7630","1,145.9"
"2012M02","29.563","78.39","1.5799","7.7540","1,123.4"
"2012M03","29.546","82.43","1.5816","7.7620","1,125.9"
"2012M04","29.504","81.49","1.5999","7.7610","1,135.6"
"2012M05","29.523","79.72","1.5917","7.7630","1,154.3"
"2012M06","29.948","79.32","1.5563","7.7580","1,165.5"
"2012M07","30.007","78.98","1.5589","7.7550","1,143.4"
"2012M08","29.988","78.66","1.5713","7.7560","1,131.7"
"2012M09","29.608","78.17","1.6118","7.7540","1,124.8"
"2012M10","29.335","78.97","1.6083","7.7510","1,106.9"
"2012M11","29.185","80.79","1.5966","7.7500","1,087.5"
"2012M12","29.119","83.58","1.5510","7.7500","1,077.0"
"2013M01","29.184","89.16","1.5965","7.7530","1,065.4"
"2013M02","29.665","93.17","1.5478","7.7550","1,086.7"
"2013M03","29.798","94.79","1.5073","7.7580","1,102.2"
"2013M04","29.880","97.70","1.5296","7.7630","1,121.8"
"2013M05","29.888","101.08","1.5304","7.7610","1,110.7"
"2013M06","30.089","97.33","1.5501","7.7590","1,135.2"
"2013M07","30.041","99.75","1.5190","7.7560","1,127.2"
"2013M08","30.029","97.87","1.5492","7.7550","1,117.0"
"2013M09","29.782","99.28","1.5868","7.7540","1,087.4"
"2013M10","29.492","97.82","1.6099","7.7530","1,066.8"
"2013M11","29.589","99.79","1.6079","7.7520","1,062.8"
"2013M12","29.813","103.41","1.6375","7.7530","1,056.7"
"2014M01","30.264","103.94","1.6474","7.7570","1,064.8"
"2014M02","30.377","102.16","1.6314","7.7570","1,071.3"
"2014M03","30.446","102.27","1.6623","7.7610","1,070.9"
"2014M04","30.268","102.56","1.6738","7.7540","1,044.6"
"2014M05","30.177","101.79","1.6850","7.7520","1,025.0"
"2014M06","30.043","102.05","1.6904","7.7510","1,019.4"
"2014M07","30.000","102.78","1.6883","7.7500","1,019.9"
"2014M08","30.037","102.96","1.6702","7.7500","1,025.4"
"2014M09","30.155","107.24","1.6296","7.7520","1,033.2"
"2014M10","30.432","108.06","1.6065","7.7570","1,060.3"
"2014M11","30.793","116.21","1.6001","7.7540","1,095.1"
"2014M12","31.451","119.31","1.5708","7.7540","1,104.3"
"2015M01","31.685","118.31","1.5254","7.7530","1,088.9"
"2015M02","31.566","118.56","1.5325","7.7540","1,098.4"
"2015M03","31.526","120.39","1.4976","7.7570","1,112.6"
"2015M04","31.130","119.55","1.4943","7.7500","1,088.7"
"2015M05","30.717","120.69","1.5473","7.7520","1,091.3"
"2015M06","31.113","123.75","1.5552","7.7520","1,112.2"
"2015M07","31.343","123.24","1.5557","7.7510","1,143.2"
"2015M08","32.387","123.23","1.5604","7.7520","1,179.1"
"2015M09","32.889","120.29","1.5356","7.7500","1,184.8"
"2015M10","32.727","120.06","1.5134","7.7500","1,148.2"
"2015M11","32.802","122.53","1.5212","7.7500","1,152.0"
"2015M12","33.006","121.92","1.4989","7.7500","1,172.2"
"2016M01","33.644","118.31","1.4401","7.7780","1,201.7"
"2016M02","33.552","115.09","1.4292","7.7810","1,217.4"
"2016M03","32.855","113.07","1.4226","7.7610","1,188.2"
"2016M04","32.355","109.97","1.4310","7.7560","1,147.5"
"2016M05","32.573","109.06","1.4524","7.7630","1,171.5"
"2016M06","32.400","105.49","1.4199","7.7620","1,170.5"
"2016M07","32.124","103.97","1.3150","7.7570","1,144.1"
"2016M08","31.577","101.27","1.3115","7.7570","1,111.7"
"2016M09","31.483","101.94","1.3139","7.7570","1,107.5"
"2016M10","31.571","103.82","1.2340","7.7580","1,125.3"
"2016M11","31.758","107.62","1.2432","7.7570","1,161.6"
"2016M12","32.012","115.90","1.2498","7.7600","1,182.3"
"2017M01","31.742","114.75","1.2290","7.7570","1,185.1"
"2017M02","30.898","113.07","1.2485","7.7600","1,144.9"
"2017M03","30.658","113.01","1.2332","7.7670","1,134.8"
"2017M04","30.390","110.06","1.2634","7.7750","1,132.7"
"2017M05","30.156","112.26","1.2930","7.7880","1,125.3"
"2017M06","30.265","110.91","1.2801","7.7990","1,130.0"
"2017M07","30.435","112.39","1.2990","7.8090","1,134.4"
"2017M08","30.263","109.91","1.2962","7.8220","1,130.8"
"2017M09","30.150","110.72","1.3328","7.8150","1,131.6"
"2017M10","30.259","112.96","1.3205","7.8060","1,131.6"
"2017M11","30.110","112.99","1.3208","7.8060","1,105.0"
"2017M12","29.983","112.95","1.3404","7.8150","1,085.8"
"2018M01","29.440","110.77","1.3821","7.8210","1,066.7"
"2018M02","29.308","107.90","1.3954","7.8230","1,079.6"
"2018M03","29.216","106.00","1.3970","7.8410","1,071.9"
"2018M04","29.394","107.52","1.4074","7.8490","1,067.8"
"2018M05","29.878","109.70","1.3484","7.8500","1,076.4"
"2018M06","30.080","110.03","1.3292","7.8480","1,092.8"
"2018M07","30.565","111.42","1.3168","7.8490","1,122.8"
"2018M08","30.729","111.06","1.2879","7.8500","1,121.2"
"2018M09","30.755","111.95","1.3062","7.8400","1,120.6"
"2018M10","30.904","112.78","1.3012","7.8390","1,130.8"
"2018M11","30.857","113.38","1.2902","7.8310","1,128.6"
"2018M12","30.826","112.57","1.2677","7.8210","1,122.9"
"2019M01","30.830","108.92","1.2891","7.8430","1,122.0"
"2019M02","30.816","110.35","1.3010","7.8490","1,122.5"
"2019M03","30.857","111.21","1.3170","7.8500","1,130.7"
"2019M04","30.861","111.66","1.3043","7.8450","1,141.0"
"2019M05","31.246","109.85","1.2841","7.8490","1,183.3"
"2019M06","31.335","108.06","1.2677","7.8260","1,175.6"
"2019M07","31.089","108.24","1.2470","7.8110","1,175.3"
"2019M08","31.413","106.27","1.2146","7.8410","1,209.0"
"2019M09","31.142","107.48","1.2361","7.8370","1,197.6"
"2019M10","30.731","108.12","1.2636","7.8430","1,184.1"
"2019M11","30.479","108.79","1.2883","7.8300","1,167.5"
"2019M12","30.325","109.15","1.3131","7.8070","1,175.8"
"2020M01","30.045","109.28","1.3072","7.7740","1,164.3"
"2020M02","30.191","109.97","1.2961","7.7760","1,193.8"
"2020M03","30.205","107.29","1.2381","7.7650","1,220.1"
"2020M04","30.089","107.93","1.2409","7.7520","1,225.2"
"2020M05","29.957","107.29","1.2304","7.7530","1,228.7"
"2020M06","29.752","107.56","1.2522","7.7520","1,210.0"
"2020M07","29.563","106.70","1.2683","7.7530","1,198.9"
"2020M08","29.521","106.04","1.3121","7.7520","1,186.9"
"2020M09","29.359","105.69","1.2956","7.7510","1,178.8"
"2020M10","28.934","105.22","1.2970","7.7520","1,144.7"
"2020M11","28.844","104.43","1.3201","7.7540","1,116.8"
"2020M12","28.539","103.89","1.3375","7.7530","1,095.1"
"2021M01","28.431","103.70","1.3643","7.7540","1,097.5"
"2021M02","28.350","105.37","1.3855","7.7540","1,111.7"
"2021M03","28.385","108.65","1.3857","7.7660","1,131.0"
"2021M04","28.257","109.13","1.3841","7.7700","1,119.4"
"2021M05","27.921","109.11","1.4079","7.7660","1,123.3"
"2021M06","27.797","110.11","1.4030","7.7620","1,121.3"
"2021M07","28.001","110.17","1.3805","7.7710","1,144.0"
"2021M08","27.878","109.84","1.3802","7.7850","1,160.3"
"2021M09","27.737","110.22","1.3725","7.7810","1,169.5"
"2021M10","27.946","113.13","1.3699","7.7800","1,182.8"
"2021M11","27.818","114.02","1.3477","7.7910","1,182.9"
"2021M12","27.761","113.62","1.3273","7.7990","1,183.6"
"2022M01","27.678","114.85","1.3547","7.7930","1,194.0"
"2022M02","27.881","115.21","1.3535","7.8010","1,198.3"
"2022M03","28.441","118.51","1.3176","7.8240","1,221.0"
"2022M04","29.148","126.22","1.2940","7.8430","1,232.3"
"2022M05","29.597","128.88","1.2440","7.8500","1,269.9"
"2022M06","29.632","133.80","1.2303","7.8490","1,277.4"
"2022M07","29.866","136.72","1.1984","7.8500","1,307.4"
"2022M08","30.089","135.24","1.2002","7.8470","1,318.4"
"2022M09","31.242","143.29","1.1319","7.8500","1,391.6"
"2022M10","31.969","147.01","1.1295","7.8510","1,426.7"
"2022M11","31.462","142.82","1.1703","7.8310","1,364.1"
"2022M12","30.671","135.42","1.2207","7.7880","1,296.2"
"2023M01","30.453","130.34","1.2220","7.8200","1,247.3"
"2023M02","30.179","132.59","1.2102","7.8480","1,270.7"
"2023M03","30.559","133.85","1.2137","7.8500","1,305.7"
"2023M04","30.569","133.33","1.2449","7.8510","1,320.0"
"2023M05","30.734","137.19","1.2481","7.8370","1,328.2"
"2023M06","30.824","141.16","1.2617","7.8330","1,296.7"
"2023M07","31.203","140.84","1.2903","7.8180","1,286.3"
"2023M08","31.829","144.77","1.2709","7.8260","1,318.5"
"2023M09","32.032","147.75","1.2388","7.8290","1,329.5"
"2023M10","32.302","149.53","1.2163","7.8260","1,350.7"
"2023M11","31.925","149.84","1.2398","7.8070","1,310.4"
"2023M12","31.282","144.69","1.2641","7.8100","1,304.0"
"2024M01","31.221","146.65","1.2698","7.8180","1,324.0"
"2024M02","31.437","149.40","1.2634","7.8216","1,331.6"